xxfbsj,tqsk,tqyb
20220414,昨天我市多云到晴，夜间大部出现小雨；东部平原、沿江河谷和高海拔地区出现5～7级偏北阵风。,预计今天我市阴天有小到中雨，12～16℃；明天阴天有小到中雨，10～14℃；后天小雨，10～13℃。宜昌市气象台发布
20220415,昨天我市北部中雨，南部大雨，五峰、长阳局部暴雨；东部平原、沿江河谷和高海拔地区出现6～8级偏北阵风，最高气温13～14℃。,预计今天我市中雨，局部大雨，9～13℃；明天小雨，9～12℃；后天小雨转多云，9～14℃。宜昌市气象台发布
20220416,昨天我市大部中雨，五峰、长阳、秭归、宜都、夷陵区部分地方大雨，长阳局部暴雨，高海拔地区出现降雪；东部平原、沿江河谷和高海拔地区出现5～6级阵风，最高气温11～14℃。,预计今天我市小雨，8～13℃；明天小雨转多云，9～14℃；后天多云到晴，12～24℃。宜昌市气象台发布
20220417,昨天早晨及夜间我市小雨，高海拔地区有降雪，其余时段阴天为主；最高气温12～15℃。,预计今天我市小雨转多云，10～15℃；明天多云到晴，12～25℃；后天多云，局部有阵雨，13～25℃。宜昌市气象台发布
20220418,昨日我市阴天有小雨，高海拔地区出现6～8级阵风；最高气温14～16℃。,预计今天我市多云到晴，11～25℃；明天晴到多云，局部有阵雨，13～26℃；后天多云有阵雨，14～26℃。宜昌市气象台发布
20220419,昨日我市晴到多云，高海拔地区出现6～8级阵风；最高气温23～26℃。,预计今天我市多云到晴，局部有阵雨，14～25℃；明天多云有阵雨，12～24℃；后天晴到多云，14～29℃。宜昌市气象台发布
20220420,昨日我市多云到晴，午后局部阵雨，最高气温24～26℃。,预计今天我市阵雨转多云，12～21℃；明天多云到晴，15～29℃；后天多云，有分散性阵雨，16～30℃。宜昌市气象台发布
20220421,昨日白天我市大部出现雷暴大风、小冰雹、短时强降水等强对流天气，远安、五峰、长阳、宜都等县市局部中雨；据统计，最大小时雨量23.0毫米（夷陵区黄花镇站），极大风速26.5m/s（10级，秭归梅家河站），全市除枝江外，均出现小冰雹；早晨长阳、当阳、五峰局部有雾；最高气温20～24℃。,预计今天我市晴转多云，14～29℃；明天多云有阵雨或雷阵雨，16～28℃；后天多云转小雨，17～28℃。宜昌市气象台发布
20220422,昨日我市大部多云到晴，东部平原、沿江河谷及高海拔地区5～8级阵风，最高气温28～32℃。,预计今明两天我市多云有阵雨或雷阵雨，15～30℃；后天中到大雨，18～25℃。宜昌市气象台发布
20220423,昨日白天我市多云到晴，午后到夜间西部县市出现分散性阵雨或雷阵雨，最大累计雨量43.4毫米，出现在兴山高桥乡伍家坪站，秭归、兴山部分地方出现6～8级阵风，最高气温26～29℃，兴山32℃。,预计今天我市晴到多云，局部阵雨，18～29℃；明天多云转大雨，局部暴雨或大暴雨，19～24℃；后天阵雨转多云，18～28℃。宜昌市气象台发布
20220424,昨日我市晴到多云，最高气温27～30℃。,预计今天我市多云转大雨，局部暴雨或大暴雨，伴有短时强降水、雷暴大风等强对流天气，19～25℃；明天北部多云，南部阵雨转多云，18～28℃；后天多云，局部阵雨，20～28℃。宜昌市气象台发布
20220425,"昨日午后到夜间全市普降大雨到暴雨，远安、五峰、枝江、当阳、宜都、夷陵等县市部分地方大暴雨,伴有雷暴大风、短时强降水等强对流天气；据统计，≥50毫米有173站，≥100毫米有25站。最大雨量146.7毫米，最大小时雨量94.1毫米（远安茅坪场镇晓坪水库站）；极大风速21.6m/s（9级，枝江董市站）；最高气温26～30℃。",预计今明两天我市多云，局部有阵雨，20～29℃；后天多云转小到中雨，17～27℃。宜昌市气象台发布
20220426,昨日午后到夜间全市大部小雨，五峰中到大雨，湾潭镇大暴雨；据统计，≥50毫米有6站，≥100毫米有2站，最大累计雨量121.8毫米（五峰三眼泉站），最大小时雨量35.5毫米（五峰九门站）；最高气温26～27℃。,预计今天我市多云，局部有阵雨，20～30℃；明天阴天转小到中雨，18～24℃；后天北部中到大雨，沿江及江南大雨，局部暴雨，11～18℃。宜昌市气象台发布
20220427,昨日我市多云有分散性阵雨，最高气温28～31℃。,预计今天白天我市阵雨，19～25℃；今天夜间到明天白天中到大雨，局部暴雨到大暴雨，12～19℃；明天夜间到后天多云有阵雨，12～20℃。宜昌市气象台发布
20220428,昨日我市西部中到大雨，东部小到中雨，最高气温24～28℃。,预计今天白天我市大部中到大雨，局部暴雨，11～19℃；今天夜间到明天白天多云，局部阵雨，11～20℃；明天夜间到后天小到中雨，13～18℃。宜昌市气象台发布
20220429,昨日我市出现中到大雨，宜都局部暴雨；据统计，≥25毫米有162站，≥50毫米有3站，最大累计雨量68.7毫米（宜都枝城镇九道河站），最大小时雨量40.5毫米（宜都松木坪镇观音桥站）；东部平原、沿江河谷及高海拔地区出现6-9级阵风，极大风速22.5m/s（9级，当阳枯树岭站）。,预计今天我市多云转小雨，12～21℃；明天小到中雨，13～18℃；后天阴天到多云，局部短时小雨，12～22℃。宜昌市气象台发布
20220430,昨日我市阴天转小到中雨，最高气温18～20℃。,预计今天我市小到中雨，14～18℃；明天阴天到多云，局部短时小雨，12～23℃；后天多云到晴，13～27℃。宜昌市气象台发布
20220501,昨日我市小雨转阴天，最高气温16～18℃，兴山20℃。,预计今天我市北部阴天到多云，南部小雨转多云，12～23℃；明后两天多云到晴，13～28℃。宜昌市气象台发布
20220502,昨日我市大部阴天转多云，最高气温21～24℃。,预计今天我市多云到晴，12～29℃；明天晴到多云，午后局部阵雨，14～29℃；后天多云到晴，15～30℃。宜昌市气象台发布
20220503,昨日我市大部多云到晴，最高气温27～29℃。,预计今天我市晴到多云，15～29℃；明、后天晴到多云，16～31℃。宜昌市气象台发布
20220504,昨日我市晴到多云，最高气温29～30℃。,预计今明两天我市晴到多云，15～31℃；后天多云，局部有阵雨或雷阵雨，18～30℃。宜昌市气象台发布
20220505,昨日我市晴天，最高气温29～32℃。,预计今明两天我市大部晴到多云，17～31℃；后天多云有分散性阵雨或雷阵雨，19～29℃。宜昌市气象台发布
20220506,昨日我市晴天，最高气温31～34℃。,预计今天我市大部晴到多云，18～32℃；明天多云转阵雨或雷阵雨，19～29℃；后天阴天转中雨，局部大雨，伴有短时强降水、雷雨大风等强对流天气，19～26℃。宜昌市气象台发布
20220507,昨日我市晴天，最高气温32～34℃，兴山、五峰35～36℃。,预计今天我市多云转阵雨或雷阵雨，局部伴有雷雨大风、短时强降水等，20～31℃；明天阵雨或雷阵雨，局部伴有短时强降水等，21～29℃；后天北部中雨，南部大雨，局部暴雨，17～24℃。宜昌市气象台发布
20220508,昨日我市多云，午后到夜间沿长江及江南地区出现阵雨或雷阵雨，局部伴有6～8级雷雨阵风，最大累计雨量44.1毫米（宜都市松木坪镇观音桥站），最高气温28～29℃，兴山32℃。,预计今天我市阴天有阵雨，20～28℃；明天北部阵雨转中雨，南部阵雨转中到大雨，局部暴雨，17～24℃；后天阴天转多云，17～26℃。宜昌市气象台发布
20220509,昨日我市大部多云转小雨，局部中到大雨，最大累计雨量28.1毫米（宜都市潘家湾土家族乡望洲坪站），最高气温24～27℃，兴山30℃。,预计今天我市北部小雨转小到中雨，南部小雨转中雨，局部大雨，15～23℃；明天多云，16～25℃；后天多云，局部有阵雨，19～27℃。宜昌市气象台发布
20220510,昨日我市北部小到中雨，南部中到大雨，最大累计雨量41.3毫米（五峰前河站），阵风6-7级，最高气温大部16～19℃，兴山25℃。,预计今天我市多云，16～24℃；明后两天多云有分散性小雨，17～26℃。宜昌市气象台发布
20220511,昨日我市阴天到多云，有分散性阵雨，最高气温大部21～24℃，兴山30℃。,预计今明两天我市阴天有分散性阵雨，16～23℃；后天阴天到多云，局部有阵雨，16～22℃。宜昌市气象台发布
20220512,昨日我市阴天有分散性阵雨，最高气温大部20～22℃，兴山26℃。,预计今天我市多云到阴天，局部有阵雨，17～24℃；明天多云到阴天，夜间西部转小雨，16～23℃；后天中雨，13～18℃；明后两天东部平原、沿江河谷和高海拔地区风力较大。宜昌市气象台发布
20220513,昨日我市阴天，夜间西部地区有短时小雨，最高气温大部23～24℃，兴山27℃。,预计今天白天我市多云转阴天，局部有短时小雨，17～24℃；今晚到明天中雨，局部大雨，14～17℃；后天小雨转阴天，13～20℃；今明两天东部平原、沿江河谷和高海拔地区风力较大。宜昌市气象台发布
20220514,昨日我市阴天到多云，夜间西部转小雨，东部平原、沿江河谷和高海拔地区出现5～7级偏北阵风，最高气温大部23～25℃。,预计今天我市小到中雨转阴天，14～18℃；明天阴天有短时小雨，13～20℃；后天多云到晴，14～28℃；今天东部平原、沿江河谷和高海拔地区风力较大。宜昌市气象台发布
20220515,昨日我市大部小雨，五峰、长阳中雨，局部大雨；东部平原、沿江河谷和高海拔地区出现6～8级偏北阵风；最高气温大部18～20℃。,预计今天我市大部多云，局部有短时小雨，13～21℃；明天多云到晴，15～28℃；后天晴到多云，17～30℃。宜昌市气象台发布
20220516,昨日我市大部阴天到多云，局部短时小雨；最高气温大部20～22℃。,预计今明两天我市晴到多云，15～28℃；后天多云有阵雨或雷阵雨，局部伴有短时强降水、雷雨大风等强对流天气，17～26℃。宜昌市气象台发布
20220517,昨日我市大部晴到多云；最高气温27～28℃。,预计今天我市晴到多云，17～29℃；明天阴天转小雨，16～22℃；后天阴天有小雨，16～20℃。宜昌市气象台发布
20220518,昨日我市大部晴到多云，夜间部分地方转小雨；最高气温26～28℃。,预计今天我市阴天有小雨，五峰、长阳局部中雨，16～21℃；明天小雨转阴天，15～19℃；后天阴天转多云，17～26℃。宜昌市气象台发布
20220519,昨日我市大部阴天有小到中雨，五峰中雨，局部大雨，最大累计雨量25.9毫米（五峰湾潭镇九门站），最高气温20～24℃，兴山18℃。,预计今天我市大部小雨转阴天，15～21℃；明天多云，16～25℃；后天多云到晴，17～27℃。宜昌市气象台发布
20220520,昨日我市大部阴天有小雨，夜间夷陵、宜都出现大雾天气，最高气温18～20℃，兴山26℃。,预计今天我市大部多云到晴，16～26℃；明天晴到多云，17～27℃；后天多云到阴天，局部短时小雨，18～25℃。宜昌市气象台发布
20220521,昨日我市多云到晴，最高气温大部22～25℃，兴山28℃。,预计今天我市晴转多云，17～26℃；明天阴天有分散性小雨，17～24℃；后天多云到晴，18～27℃。宜昌市气象台发布
20220522,昨日我市多云，最高气温大部27～29℃。,预计今天我市多云到阴天，局部有阵雨，17～26℃；明后两天多云到晴，局部有阵雨，19～29℃。宜昌市气象台发布
