xh,ssxq,xxmc,szdq,xxlb,xxxz,sjzgbm,adress,link_phone,Complaint_Hotline,Zip_code,zsfs,xxjj,szf,xzf,zzs,official_website,wxewm,xxzp
219,,秭归县沙镇溪镇中心小学,秭归县,小学,公办,秭归县教育局,秭归县沙镇溪镇大岭路52号,0717-2996306,0717-2886121,443611,统一招生,沙镇溪镇沙镇溪小学原名陕西营小学，创办于1937年，原址在陕西营瓦屋场，1997年秋，因三峡大坝的建设迁至原大岭小学，改名沙镇溪镇中心小学，2017年9月更名为沙镇溪镇沙镇溪小学。学校占地面积13113平方米，校舍建筑面积4000多平方米，学校现有11个教学班，在校学生347人，教职工41人。学校现有图书15816册，功能室齐备，服务9个村和一个居委会，是一所全日制完全小学。学校先后获得“湖北省国培优秀项目校”、“宜昌市区域教育现代化示范学校”“宜昌市义务教育现代化学校”、“秭归县德育先进单位”、“秭归县教育教学先进单位”、“秭归县优秀家长学校”等荣誉称号。,0,0,0,无,https://data.yichang.gov.cn/karma/pic/b5397ccf-17a9-437c-8ab8-94e2f9b2bf41.png,https://data.yichang.gov.cn/karma/pic/aa0ee239-49f1-4f07-b371-447f27a457ec.jpeg
220,,秭归县沙镇溪镇西陵小学,秭归县,小学,公办,秭归县教育局,秭归县沙镇溪镇大浴池村,0717-26112581,0717-2886121,443611,统一招生,"秭归县沙镇溪镇溪西陵小学位于秭归县沙镇溪镇大浴池村, 地处秭归西南边陲、大山深处，是一所公办乡村小学。学校占地面积14100平米，校舍建筑面积5667平米。现有教职工27人。学校6个教学班和一个附属幼儿园。2021年春学生数为109人(送教上门1人)，幼儿园38人。西陵小学自办学以来，以办人民满意教育为目标，以让每个孩子快乐成长为办学宗旨，全面贯彻党的教育方针，全面推行素质教育，全面提高教育教学质量。学校办学效益逐年提升，社会声誉逐年增强，教育教学质量逐年提高。",0,附属幼儿园1400,0,无,无 ,https://data.yichang.gov.cn/karma/pic/6325d368-1106-446f-836c-81b74343515e.png
221,,秭归县两河口镇中心小学,秭归县,小学,公办,秭归县教育局,秭归县两河口镇太坪村二组,0717-2640282,0717-2886121,443613,统一招生,"两河口镇两河口小学位于两河口镇太坪河谷的颜家台，这里人杰地灵，学校依山而建，环境优美，大气磅礴，远远望去，像一艘扬帆远航的巨轮。这里是孩子们欢度童年、放飞梦想的好地方。
学校于2011年3月正式动工，2013年9月投入使用，占地面积30682平方米，建筑面积9333平方米，固定资产2099万元，教学仪器设备94万元。服务全镇19个村1个药材场的2.9万人。是一所农村保育制寄宿学校，现开设15个教学班，在校学生592人，学校现有专任教师48人，本科以上学历18人，大专学历25人，市级、县级学科带头人、明星班主任、骨干教师7人。
学校办学条件优良。教学楼、实验综合楼、办公楼、学生宿舍、食堂、餐厅、教师周转房齐全，学生宿舍配备有浴室、卫生间、储物柜，能同时满足750名学生寄宿。微机室、实验室、仪器室、图书室、阅览室、音、美、科技活动教室、心理咨询室等功能室应有俱有，图书室现有藏书2万多册，各类实验器材达到国家标准，能满足当前现代化教学的需要。学校有塑胶运动场一个，包括250米环形跑道、2个羽毛球场、2个篮球场。
学校会全面贯彻教育方针，规范办学行为，牢记全面提高教育质量的使命，并将始终坚持“以德立校、育人为本”的办学宗旨，坚持“学生好一切都好”的服务理念，以“办一流学校，创一流质量、育一流人才”为育人目标，秉承“弘德明志、博学笃行”的校训，为学生自主学习、自主发展铺路，着力打造生态教育，生命憩园。",0,0,0,无,https://data.yichang.gov.cn/karma/pic/a2184383-2553-4faf-aadd-d57b35c4a30b.png,https://data.yichang.gov.cn/karma/pic/845b0e64-3e09-4076-a8b8-c3a6d45664ec.jpeg
222,,秭归县郭家坝镇中心小学,秭归县,小学,公办,秭归县教育局,秭归县郭家坝镇楚都路57号,0717-2670301,0717-2886121,443621,统一招生,秭归县郭家坝小学服务于三峡建设为移民搬迁学校，地处于西陵峡畔，长江与香溪和交汇处，学校现有学生教职工共450人，现有12个教学班，服务于郭家坝镇11个行政村。,0,0,0,无,https://data.yichang.gov.cn/karma/pic/b41cb1d2-970d-40c0-b944-941324be7da1.jpeg,https://data.yichang.gov.cn/karma/pic/a568eb10-9370-4be3-ae27-a14fc2d9fdda.jpeg
223,,秭归县郭家坝镇平睦河小学,秭归县,小学,公办,秭归县教育局,秭归县郭家坝镇文化村四组,0717-2690083,0717-2886121,443622,统一招生, 秭归县郭家坝镇平睦河小学建于上个世纪90年代，1993年由原文化乡平睦河村规划创建，2000年乡镇合并后服务于7个村，现约有居民3万人。学校占地面积达到7791平方米，校舍建筑面积4441平方米，其中教学楼1525平方米，食堂718平方米。现有12个教学班，31名教职工，在校学生453人。,0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/a51abb89-76bc-4fb4-9908-fd5451b7f5ab.png
224,,秭归县郭家坝镇杨东坪小学,秭归县,小学,公办,秭归县教育局,"秭归县郭家坝镇庙垭村六组
",0717-2995963,0717-2886121,443622,统一招生,"秭归县郭家坝镇杨东坪小学位于秭归县郭家坝镇庙垭村六组，始建于1950年，，学校2047年秋季我校附属幼儿园建成并开园。校园占地面积约5800平方米，学校现有教职工20人，学校现有在校学生及幼儿137人。
",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/2ac77456-1e6c-4ae4-a68b-46433200b980.jpeg
225,,秭归县郭家坝镇明德小学,秭归县,小学,公办,秭归县教育局,秭归县郭家坝镇擂鼓台村二组,0717-2675683,0717-2886121,443621,统一招生,"秭归县郭家坝镇明德小学位于秭归县郭家坝镇擂鼓台村二组47号，始建于1953年，原名王家湾小学，2005年6月因原校址存在滑坡自然灾害风险，2005年8月由世界500强企业台湾台塑集团董事长王永庆先生捐资兴建搬迁到现址。2006年2月建成开班，更名为秭归县郭家坝镇明德小学。2019年9月附属幼儿园教学楼、食堂建成开班。校园占地面积7611平方米，绿化面积2300m2。校舍建筑面积2808m2,计算机教室、科学实验室、图书室、专递教室等功能室一应俱全。学校现有教职工24人，学校现有在校学生及幼儿101人。",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/d0fb1e05-a6f7-41c2-8024-b298f5b594b9.png
226,,秭归县杨林桥镇杨林桥小学,秭归县,小学,公办,秭归县教育局,秭归县杨林桥镇杨林桥村二组,0717-2830288,0717-2886121,443625,统一招生," 秭归县杨林桥镇杨林桥小学位于杨林桥村二组。占地面积15545平方米，校舍总建筑面积7731平方米。学校始建于1952年，初名为新华中小学。1980年从新华中小学分离出来，名为新华小学，据村名而得名，后因新华大队更名为杨林桥村，校名更为杨林桥小学，属村小。2010年落实杨林桥镇中小学调点布局规划，更名为杨林桥镇中心小学，2017又恢复杨林桥小学校名。自2000年以后，学校逐步与面上小学合并，形成一镇一校格局。2004年秋马回营小学并入该校；2010年秋白鹤洞小学、杨家湾小学（明德小学）并入该校；2012年秋云台小学、板桥小学的中高年级学生并入该校；2017年秋季板桥教学点撤销；2021年春季云台撤点并校；全部合并到该校。
    学校现服务全镇14个行政村的适龄儿童入学。在校学生512人，开设12个教学班，现有教职工50人，内设教务处、德育处，后勤处。教学综合楼、学生公寓楼、食堂餐厅，运动场等硬件设备，在乡村学校堪为一流，2017年秋季学期，在县文明办的指导下，学校正式建成了乡村学校少年宫。为丰富农村学生的校内文体活动及假期生活，提供了广阔的平台。各类设备能满足教育教学的需要。学校曾荣获宜昌市农村保育寄宿制配套建设示范学校、秭归县教育工作先进单位、文明单位、小学“教育质量优胜单位”、秭归县“三课达标”先进单位、秭归县少先队示范学校、秭归县科技节先进单位，宜昌市现代化学校先进学校、国培优秀项目学校、秭归县体育后备人才输送奖。
",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/9ac0b9f4-05c5-47f2-ae5a-ef6fede4e665.jpeg
227,,秭归县九畹溪镇芦池湾小学,秭归县,小学,公办,秭归县教育局,秭归县九畹溪镇九畹堂村一组	,0717-2800230,0717-2886121,443623,统一招生,"秭归县九畹溪镇芦池湾小学创办于1966年，学校座落在风景秀美、树林茂密九畹溪漂流起点——芝兰集镇。学校服务九畹堂、砚窝台、槐树坪、中阳坪、石柱、穿心店六个行政村和芝兰集镇，服务面积为89.7平方千米，服务人口达11000多人。
    学校为全日制农村寄宿小学，校舍为原已撤销的芝兰中学旧校舍。该校占地面积18771平米，建筑面积达5108平米。学校现有教职工20人，学历合格率达100%。开设一至六年级6个教学班，在校学生109人，附设幼儿班三个，在园幼儿55人。",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/8056a857-02fb-49ce-9dc4-201582d1a0e1.jpeg
228,,秭归县九畹溪镇周坪小学,秭归县,小学,公办,秭归县教育局,秭归县九畹溪镇周坪村三组,0717-2800030,0717-2886121,443623,统一招生,周坪小学创建于1958年，占地总面积为16320平方米，建筑面积为5174平方米。我校有教学楼1栋，于1995年兴建，符合国家标准，内设12个教室；另外，有宿舍楼2栋，实验室及其它功能教室6个，办公室5个。运动场面积为1400平方米，绿化面积达4900平方米。我校主要服务范围为周坪、峡口、金凤、罗圈荒、桂垭、界垭、九畹溪这7个乡村。,0,0,0,无,https://data.yichang.gov.cn/karma/pic/33c6c217-acbb-48e5-939b-4405b58d6236.jpeg,https://data.yichang.gov.cn/karma/pic/a6588bfb-dd95-44fe-a4cb-bcca50061f72.jpeg
229,,秭归县水田坝乡水田坝小学,秭归县,小学,公办,秭归县教育局,秭归县水田坝乡莲花路60号,0717-2780032,0717-2886121,443605,统一招生,"秭归县水田坝乡水田坝小学（中国工农红军秭归夏明翰红军小学）创办于1950年，占地面积10205平方米，校舍建筑面积2751平方米。为推进均衡教育发展，水田坝乡率先在宜昌市实行“镇村一体化”教育管理模式创新，全乡实行一所中学、一所中心小学、一所幼儿园的办学格局，实行“一校三部”，一个法人、一套班子管理模式。学校2022年春一至九年级18个教学,在校学生819人（夏明翰红军小学学生515人，初中学生304人），在编在册在岗教职工84人，服务水田坝乡13个行政村，3.8万人口，是一所永久保留的农村寄宿制完全学校。近年来，学校秉承“弘德明智，自强不息”的校训，坚持“乐教乐学，和谐创新”的办学理念，坚持以德育为首位，常抓不懈；坚持以教学为中心，求真务实；坚持以发展为目标，优化育人环境。悠久的办学历史，光荣的革命传统，积淀了厚重的文化底蕴，奠定了学校发展的坚实基础。",0,0,0,无,无,https://data.yichang.gov.cn/karma/pic/ddb87dcb-b91f-41d8-a119-0ae895e5a718.png
