xh,jgmc,zzjgdm,jjlx,wsjglb,jgflgl,sfggwsjg,xzqh
1165,宜昌伍家岗宜乐美口腔诊所,PDY93367X,民营,诊所类,营利性医疗机构,,伍家岗区
1166,宜昌伍家岗范芙蓉口腔诊所,PDY933231,民营,诊所类,营利性医疗机构,,伍家岗区
1167,宜昌伍家岗张树平诊所,PDY031799,民营,诊所类,非营利性医疗机构,,伍家岗区
1168,宜昌伍家岗赵茜平诊所,PDY031043,民营,诊所类,营利性医疗机构,,伍家岗区
1169,宜昌伍家岗赵艮琼和谐口腔诊所,PDY032118,民营,诊所类,营利性医疗机构,,伍家岗区
1170,宜昌伍家岗周容民安诊所,PDY934082,民营,诊所类,营利性医疗机构,,伍家岗区
1171,宜昌伍家岗宏泰王雁涛中医诊所,PDY000124,民营,诊所类,营利性医疗机构,,伍家岗区
1172,宜昌市伍家岗美思特口腔诊所,PDY031107,民营,诊所类,营利性医疗机构,,伍家岗区
1173,宜昌伍家岗昌顺口腔诊所,PDY933338,民营,诊所类,营利性医疗机构,,伍家岗区
1174,宜昌伍家岗慧安堂诊所,PDY93383X,民营,诊所类,营利性医疗机构,,伍家岗区
1175,宜昌伍家岗滤镜时刻医疗美容诊所,PDY934672,民营,诊所类,非营利性医疗机构,,伍家岗区
1176,宜昌李伊生医疗美容诊所,PDY933143,民营,诊所类,营利性医疗机构,,伍家岗区
1177,宜昌伍家岗瑞晖诊所,PDY933610,民营,诊所类,营利性医疗机构,,伍家岗区
1178,宜昌伍家岗景玺口腔诊所,PDY93332X,民营,诊所类,营利性医疗机构,,伍家岗区
1179,宜昌伍家岗杜贤万仁缘诊所,PDY030518,民营,诊所类,营利性医疗机构,,伍家岗区
1180,宜昌伍家岗牙多多口腔诊所,PDY934592,民营,诊所类,非营利性医疗机构,,伍家岗区
1181,宜昌伊呀中广口腔门诊部,PDY933450,民营,诊所类,营利性医疗机构,,伍家岗区
1182,宜昌伍家岗卫康中医诊所,PDY933792,民营,诊所类,营利性医疗机构,,伍家岗区
1183,宜市伍家岗福苑诊所,PDY000079,民营,诊所类,非营利性医疗机构,,伍家岗区
1184,宜昌伍家岗周世武诊所,PDY000060,民营,诊所类,非营利性医疗机构,,伍家岗区
1185,宜昌艺馨中医诊所,PDY030884,民营,诊所类,营利性医疗机构,,伍家岗区
1186,宜昌伍家岗京科中医诊所,PDY933629,民营,诊所类,营利性医疗机构,,伍家岗区
1187,宜昌伍家岗布耐德中医诊所,PDY001602,民营,诊所类,营利性医疗机构,,伍家岗区
1188,宜昌伍家岗颜氏布耐德中医诊所,PDY93463X,民营,诊所类,非营利性医疗机构,,伍家岗区
1189,宜昌伍家岗王声桂中医诊所,PDY934402,民营,诊所类,营利性医疗机构,,伍家岗区
1190,宜昌伍家岗颜图医疗美容门诊部,PDY93308X,民营,诊所类,营利性医疗机构,,伍家岗区
1191,宜昌伍家岗鑫港医疗美容诊所,PDY934306,民营,诊所类,营利性医疗机构,,伍家岗区
1192,宜昌伍家岗领美医疗美容诊所,PDY933071,民营,诊所类,营利性医疗机构,,伍家岗区
1193,宜昌伍家岗杨强中医诊所,PDY934621,民营,诊所类,非营利性医疗机构,,伍家岗区
1194,宜昌伍家岗侯耀祖诊所,PDY03093X,民营,诊所类,营利性医疗机构,,伍家岗区
1195,宜昌伍家岗圈吉中医诊所,PDY933784,民营,诊所类,营利性医疗机构,,伍家岗区
1196,宜昌伍家岗宜方诊所,PDY93439X,民营,诊所类,营利性医疗机构,,伍家岗区
1197,宜昌伍家岗中爱医疗美容门诊部,PDY933362,民营,诊所类,营利性医疗机构,,伍家岗区
1198,宜昌爱合口腔医院维美中兴门诊部,PDY933485,民营,诊所类,营利性医疗机构,,伍家岗区
1199,宜昌伍家岗榕树家寻古道中医诊所,PDY030868,民营,诊所类,营利性医疗机构,,伍家岗区
1200,宜昌胡瑞和堂榕树家中医诊所,PDY934031,民营,诊所类,营利性医疗机构,,伍家岗区
1201,宜昌伍家岗维康口腔诊所,PDY933004,民营,诊所类,非营利性医疗机构,,伍家岗区
1202,宜昌觅美医疗美容诊所,PDY934103,民营,诊所类,营利性医疗机构,,伍家岗区
1203,宜昌伍家岗万隆口腔门诊部,PDY000095,民营,诊所类,营利性医疗机构,,伍家岗区
1204,宜昌伍家岗刘华兵辅仁诊所,PDY030470,民营,诊所类,营利性医疗机构,,伍家岗区
1205,宜昌伍家岗程传国诊所,PDY030235,民营,诊所类,营利性医疗机构,,伍家岗区
1206,宜昌伍家岗春回中医诊所,PDY030331,民营,诊所类,营利性医疗机构,,伍家岗区
1207,宜昌伍家岗健鑫诊所,PDY933282,民营,诊所类,营利性医疗机构,,伍家岗区
1208,宜昌伍家岗慧目眼科诊所,PDY932976,民营,诊所类,营利性医疗机构,,伍家岗区
1209,宜昌伍家岗杜开江长康口腔诊所,PDY030649,民营,诊所类,营利性医疗机构,,伍家岗区
1210,宜昌伍家岗一花五叶医疗美容诊所,PDY934170,民营,诊所类,营利性医疗机构,,伍家岗区
1211,宜昌伍家岗星和中医诊所,PDY933266,民营,诊所类,营利性医疗机构,,伍家岗区
1212,宜昌伍家岗蓉缘诊所,PDY065315,民营,诊所类,营利性医疗机构,,伍家岗区
1213,宜昌伍家岗守护者中医诊所,PDY000191,民营,诊所类,营利性医疗机构,,伍家岗区
1214,宜昌伍家岗廖仁平平民诊所,PDY030227,民营,诊所类,营利性医疗机构,,伍家岗区
1215,宜昌伍家岗严枫喜中医诊所,PDY933055,民营,诊所类,营利性医疗机构,,伍家岗区
1216,宜昌伍家岗王创诊所,PDY000140,民营,诊所类,营利性医疗机构,,伍家岗区
1217,宜昌伍家岗泽明诊所,PDY030411,民营,诊所类,营利性医疗机构,,伍家岗区
1218,宜昌伍家岗榕树家爱益中医诊所,PDY934357,民营,诊所类,营利性医疗机构,,伍家岗区
1219,宜昌伍家岗普仁堂诊所,PDY030497,民营,诊所类,营利性医疗机构,,伍家岗区
1220,宜昌伍家岗来神康诊所,PDY060426,民营,诊所类,营利性医疗机构,,伍家岗区
1221,宜昌伍家岗黄兴太中医诊所,PDY000220,民营,诊所类,营利性医疗机构,,伍家岗区
1222,宜昌英杰学校卫生站,PDY93412X,民营,诊所类,营利性医疗机构,,伍家岗区
1223,宜昌监狱卫生所,PDY00407X,公立,诊所类,非营利性医疗机构,,点军区
1224,宜昌市点军区桥边小学卫生站,PDY004168,公立,诊所类,非营利性医疗机构,,点军区
1225,宜昌市第一中学医务室,PDY003985,公立,诊所类,非营利性医疗机构,,点军区
1226,宜昌市点军区土城小学卫生站,PDY004176,公立,诊所类,非营利性医疗机构,,点军区
1227,宜昌市第二十七中学卫生站,PDY004192,公立,诊所类,非营利性医疗机构,,点军区
1228,宜昌市外国语高中医务室,PDY004141,公立,诊所类,非营利性医疗机构,,点军区
1229,宜昌市点军区点军小学卫生站,PDY00415X,公立,诊所类,非营利性医疗机构,,点军区
1230,青少年综合实践学校卫生站,PDY004109,公立,诊所类,非营利性医疗机构,,点军区
1231,宜昌市老年大学医务室,PDY004184,公立,诊所类,非营利性医疗机构,,点军区
1232,长江三峡实业有限公司门诊部,568324243,公立,诊所类,非营利性医疗机构,,点军区
1233,点军龙杰中医诊所,PDY004088,民营,诊所类,营利性医疗机构,,点军区
1234,点军杨冬东诊所,PDY004037,民营,诊所类,营利性医疗机构,,点军区
1235,点军柴光宇诊所,PDY003923,民营,诊所类,营利性医疗机构,,点军区
1236,点军唐陵云口腔诊所,PDY004053,民营,诊所类,营利性医疗机构,,点军区
1237,点军郑坤口腔诊所,PDY003974,民营,诊所类,营利性医疗机构,,点军区
1238,点军益民诊所,PDY004056,民营,诊所类,营利性医疗机构,,点军区
1239,点军邓传平诊所,PDY00394X,民营,诊所类,营利性医疗机构,,点军区
1240,宜昌涵宇诊所,PDY000061,民营,诊所类,营利性医疗机构,,点军区
1241,宜昌康健医疗保健有限公司中医诊所,PDY000059,民营,诊所类,营利性医疗机构,,点军区
1242,宜昌点军立康口腔诊所,PDY000060,民营,诊所类,营利性医疗机构,,点军区
1243,点军戴圣喜诊所,PDY004061,民营,诊所类,营利性医疗机构,,点军区
1244,万寿养老医务室,PDY004055,民营,诊所类,非营利性医疗机构,,点军区
1245,宜昌市点军区博爱特殊教育学校卫生室,PDY004416,民营,诊所类,营利性医疗机构,,点军区
1246,点军王国银诊所,PDY004256,民营,诊所类,营利性医疗机构,,点军区
1247,和安堂中医诊所,PDY004379,民营,诊所类,营利性医疗机构,,点军区
1248,正和中医诊所,PDY004264,民营,诊所类,营利性医疗机构,,点军区
1249,好药师春煦中医诊所,PDY004387,民营,诊所类,营利性医疗机构,,点军区
1250,宜昌点军善方堂中医诊所,PDY004395,民营,诊所类,营利性医疗机构,,点军区
1251,点军熊中和诊所,PDY004424,民营,诊所类,营利性医疗机构,,点军区
1252,三峡大学科技学院医务室,PDY004272,民营,诊所类,营利性医疗机构,,点军区
1253,宜昌市强制隔离戒毒所卫生所,PDY063360,公立,诊所类,非营利性医疗机构,,猇亭区
1254,三峡机场卫生所,PDY058019,公立,诊所类,非营利性医疗机构,,猇亭区
1255,猇亭区先锋路医务室,PDY063379,公立,诊所类,非营利性医疗机构,,猇亭区
1256,宜昌猇亭王进兰诊所,PDY052573,公立,诊所类,营利性医疗机构,,猇亭区
1257,宜昌市长江中学卫生站,MJH563540,民营,诊所类,非营利性医疗机构,,猇亭区
1258,猇亭闫华桥中西医结合诊所,MAE2FDPB0,民营,诊所类,营利性医疗机构,,猇亭区
1259,宜昌猇亭陈敏诊所,PDY056662,民营,诊所类,营利性医疗机构,,猇亭区
1260,猇亭区梦笛口腔诊所,PDY063264,民营,诊所类,营利性医疗机构,,猇亭区
1261,宜昌市猇亭区百灵中医诊所,PDY063352,民营,诊所类,营利性医疗机构,,猇亭区
1262,宜昌猇亭博奥口腔诊所有限公司,PDY058078,民营,诊所类,营利性医疗机构,,猇亭区
1263,宜昌猇亭区榕树中医诊所,PDY063344,民营,诊所类,营利性医疗机构,,猇亭区
1264,宜昌猇亭蔡永涛口腔诊所,PDY052848,民营,诊所类,营利性医疗机构,,猇亭区
1265,宜昌猇亭晓葶诊所,PDY063184,民营,诊所类,营利性医疗机构,,猇亭区
1266,宜昌猇亭朱龙辉中医诊所,PDY058051,民营,诊所类,营利性医疗机构,,猇亭区
1267,宜昌猇亭郑国本诊所,MADXYKRY0,民营,诊所类,营利性医疗机构,,猇亭区
1268,猇亭阳光大药房鸡山新村店中医诊所,PDY063336,民营,诊所类,营利性医疗机构,,猇亭区
1269,宜昌猇亭喻先平诊所,PDY000028,民营,诊所类,营利性医疗机构,,猇亭区
1270,猇亭区邓医生诊所,PDY053904,民营,诊所类,营利性医疗机构,,猇亭区
1271,宜昌猇亭阮晓艳诊所,PDY06323X,民营,诊所类,营利性医疗机构,,猇亭区
1272,宜昌猇亭朱玲诊所,PDY063205,民营,诊所类,营利性医疗机构,,猇亭区
1273,宜昌猇亭赵龙中医诊所,PDY055555,民营,诊所类,营利性医疗机构,,猇亭区
1274,猇亭区红军诊所,MA48X0EA2,民营,诊所类,营利性医疗机构,,猇亭区
1275,猇亭万福洋中医诊所,PDY053795,民营,诊所类,营利性医疗机构,,猇亭区
1276,宜昌猇亭魏清荣中医诊所,PDY051116,民营,诊所类,营利性医疗机构,,猇亭区
1277,宜昌猇亭陈少华诊所,MA4B15XK7,民营,诊所类,营利性医疗机构,,猇亭区
1278,宜昌丽齿口腔诊所（有限公司）,PDY063395,民营,诊所类,营利性医疗机构,,猇亭区
1279,宜昌市夷陵中学医务室,PDY932765,公立,诊所类,营利性医疗机构,,宜昌高新区
1280,三峡旅游职业技术学院医务室,PDY845653,公立,诊所类,非营利性医疗机构,,宜昌高新区
1281,湖北三峡技师学院医务室,PDY846234,公立,诊所类,非营利性医疗机构,,宜昌高新区
1282,宜昌邦康综合门诊部,309746302,民营,诊所类,营利性医疗机构,,宜昌高新区
1283,宜昌高新余春英诊所,MA4A8AKD8,民营,诊所类,营利性医疗机构,,宜昌高新区
1284,宜昌高新嘉汇口腔诊所,PDY846883,民营,诊所类,营利性医疗机构,,宜昌高新区
1285,宜昌高新嘉博口腔诊所,PDY846082,民营,诊所类,营利性医疗机构,,宜昌高新区
1286,宜昌高新向进诊所,PDY844626,民营,诊所类,营利性医疗机构,,宜昌高新区
1287,宜昌高新锦心诊所,PDY846103,民营,诊所类,营利性医疗机构,,宜昌高新区
1288,宜昌高新郭正海诊所,PDY845370,民营,诊所类,营利性医疗机构,,宜昌高新区
