xh,jgmc,wsjglb,xzqh,mzzlrc,bz,tjsj
363,当阳市玉阳办事处三里港村卫生室,村卫生室,当阳市,17234,,2024年
364,当阳市玉阳办事处长坂村卫生室,村卫生室,当阳市,9935,,2024年
365,当阳市玉阳办事处东群村卫生室,村卫生室,当阳市,9876,,2024年
366,当阳市玉阳办事处白龙村卫生室,村卫生室,当阳市,13484,,2024年
367,当阳市玉阳办事处北门村卫生室,村卫生室,当阳市,9392,,2024年
368,当阳市玉阳办事处新民村卫生室,村卫生室,当阳市,9182,,2024年
369,当阳市玉阳办事处和平村卫生室,村卫生室,当阳市,18433,,2024年
370,当阳市玉阳办事处窑湾村卫生室,村卫生室,当阳市,9872,,2024年
371,当阳市坝陵办事处精耀村卫生室,村卫生室,当阳市,8910,,2024年
372,当阳市坝陵办事处群力村卫生室,村卫生室,当阳市,4205,,2024年
373,当阳市坝陵办事处慈化村卫生室,村卫生室,当阳市,11596,,2024年
374,当阳市坝陵办事处苏河村卫生室,村卫生室,当阳市,22981,,2024年
375,当阳市坝陵办事处坝陵村卫生室,村卫生室,当阳市,19171,,2024年
376,当阳市坝陵办事处鲁山村卫生室,村卫生室,当阳市,6321,,2024年
377,当阳市坝陵办事处群益村卫生室,村卫生室,当阳市,17639,,2024年
378,当阳市坝陵办事处白庙村卫生室,村卫生室,当阳市,4090,,2024年
379,当阳市坝陵办事处黄林村卫生室,村卫生室,当阳市,10143,,2024年
380,当阳市坝陵办事处花园村卫生室,村卫生室,当阳市,11664,,2024年
381,当阳市坝陵办事处何畈村卫生室,村卫生室,当阳市,10448,,2024年
382,当阳市玉泉办事处百宝寨村卫生室,村卫生室,当阳市,1365,,2024年
383,当阳市玉泉办事处岩屋庙村卫生室,村卫生室,当阳市,6610,,2024年
384,当阳市玉泉街道雄风村卫生室,村卫生室,当阳市,9712,,2024年
385,当阳市玉泉办事处柳林村卫生室,村卫生室,当阳市,1409,,2024年
386,当阳市玉泉办事处金沙村卫生室,村卫生室,当阳市,2106,,2024年
387,当阳市玉泉办事处三桥村卫生室,村卫生室,当阳市,3727,,2024年
388,当阳市玉泉办事处子龙村卫生室,村卫生室,当阳市,3342,,2024年
389,当阳市玉泉办事处枣林村卫生室,村卫生室,当阳市,2196,,2024年
390,当阳市两河镇群丰村卫生室,村卫生室,当阳市,9193,,2024年
391,当阳市两河镇民主村卫生室,村卫生室,当阳市,10118,,2024年
392,当阳市两河镇糜城村卫生室,村卫生室,当阳市,12397,,2024年
393,当阳市两河镇群合村卫生室,村卫生室,当阳市,10021,,2024年
394,当阳市河溶镇郭场村中心卫生室,村卫生室,当阳市,14698,,2024年
395,当阳市河溶镇前华村卫生室,村卫生室,当阳市,7472,,2024年
396,当阳市河溶镇前进村卫生室,村卫生室,当阳市,6004,,2024年
397,当阳市河溶镇丁场村卫生室,村卫生室,当阳市,13081,,2024年
398,当阳市河溶镇前程村卫生室,村卫生室,当阳市,9471,,2024年
399,当阳市河溶镇民新村卫生室,村卫生室,当阳市,9471,,2024年
400,当阳市河溶镇民和村卫生室,村卫生室,当阳市,6698,,2024年
401,当阳市河溶镇红明村卫生室,村卫生室,当阳市,13297,,2024年
402,当阳市河溶镇民耀村卫生室,村卫生室,当阳市,8914,,2024年
403,当阳市育溪镇八景坡村卫生室,村卫生室,当阳市,11091,,2024年
404,当阳市育溪镇勤丰村卫生室,村卫生室,当阳市,12954,,2024年
405,当阳市育溪镇龙井村卫生室,村卫生室,当阳市,7218,,2024年
406,当阳市育溪镇前明村卫生室,村卫生室,当阳市,2709,,2024年
407,当阳市育溪镇同明村卫生室,村卫生室,当阳市,2487,,2024年
408,当阳市育溪镇光明村卫生室,村卫生室,当阳市,15448,,2024年
409,当阳市育溪镇洪桥铺村卫生室,村卫生室,当阳市,7996,,2024年
410,当阳市育溪镇九冲村卫生室,村卫生室,当阳市,9551,,2024年
411,当阳市育溪镇白石港村卫生室,村卫生室,当阳市,4566,,2024年
412,当阳市育溪镇水田湾村卫生室,村卫生室,当阳市,4966,,2024年
413,当阳市育溪镇红旗村卫生室,村卫生室,当阳市,4676,,2024年
414,当阳市育溪镇廖家垭村卫生室,村卫生室,当阳市,3921,,2024年
415,当阳市育溪镇曹岗村卫生室,村卫生室,当阳市,8258,,2024年
416,当阳市育溪镇脚东村卫生室,村卫生室,当阳市,13169,,2024年
417,当阳市庙前镇长春村卫生室,村卫生室,当阳市,7938,,2024年
418,当阳市庙前镇沙河村卫生室,村卫生室,当阳市,9227,,2024年
419,当阳市庙前镇山峰村卫生室,村卫生室,当阳市,6745,,2024年
420,当阳市庙前镇巩河村卫生室,村卫生室,当阳市,6468,,2024年
421,当阳市庙前镇李店村卫生室,村卫生室,当阳市,8448,,2024年
422,当阳市庙前镇林桥村卫生室,村卫生室,当阳市,8387,,2024年
423,当阳市庙前镇普济寺村卫生室,村卫生室,当阳市,7224,,2024年
424,当阳市庙前镇英雄村卫生室,村卫生室,当阳市,8029,,2024年
425,当阳市王店镇严河村卫生室,村卫生室,当阳市,10927,,2024年
426,当阳市王店镇新店村卫生室,村卫生室,当阳市,8188,,2024年
427,当阳市王店镇木店村卫生室,村卫生室,当阳市,9066,,2024年
428,当阳市王店镇朝阳观村卫生室,村卫生室,当阳市,9723,,2024年
429,当阳市王店镇同心村卫生室,村卫生室,当阳市,7923,,2024年
430,当阳市王店镇王店村卫生室,村卫生室,当阳市,13163,,2024年
431,当阳市王店镇金星村卫生室,村卫生室,当阳市,6514,,2024年
432,当阳市王店镇跑马村卫生室,村卫生室,当阳市,10132,,2024年
433,当阳市王店镇泉河村卫生室,村卫生室,当阳市,8346,,2024年
434,当阳市王店镇满山红村卫生室,村卫生室,当阳市,8751,,2024年
435,当阳市半月镇燎原村卫生室,村卫生室,当阳市,12125,,2024年
436,当阳市半月镇胡家湾村卫生室,村卫生室,当阳市,11861,,2024年
437,当阳市半月镇龙台村卫生室,村卫生室,当阳市,11875,,2024年
438,当阳市半月镇宇宙村卫生室,村卫生室,当阳市,11596,,2024年
439,当阳市半月镇紫盖村卫生室,村卫生室,当阳市,12496,,2024年
440,当阳市半月镇先锋中心村卫生室,村卫生室,当阳市,15080,,2024年
441,当阳市半月镇红光村卫生室,村卫生室,当阳市,11559,,2024年
442,当阳市半月镇春光村卫生室,村卫生室,当阳市,10724,,2024年
443,当阳市半月镇罗店村卫生室,村卫生室,当阳市,11978,,2024年
444,当阳市半月镇泰山村卫生室,村卫生室,当阳市,10460,,2024年
445,当阳市草埠湖农场开源村卫生室,村卫生室,当阳市,1104,,2024年
446,当阳市草埠湖农场楚湖村卫生室,村卫生室,当阳市,11825,,2024年
447,当阳市草埠湖农场南湖村卫生室,村卫生室,当阳市,12368,,2024年
448,当阳市草埠湖农场郑湖村卫生室,村卫生室,当阳市,2431,,2024年
449,当阳市草埠湖农场符台村卫生室,村卫生室,当阳市,12503,,2024年
450,当阳市草埠湖农场台渡村卫生室,村卫生室,当阳市,11286,,2024年
451,当阳市两河镇胡场村卫生室,村卫生室,当阳市,16195,,2024年
452,当阳市育溪镇马店村卫生室,村卫生室,当阳市,8866,,2024年
453,当阳市庙前镇佟湖村卫生室,村卫生室,当阳市,8363,,2024年
454,远安县花林寺镇太平村卫生室,村卫生室,远安县,1584,,2024年
455,远安县花林寺镇花林寺村卫生室,村卫生室,远安县,9150,,2024年
456,远安县旧县镇旧县村卫生室,村卫生室,远安县,5565,,2024年
457,远安县洋坪镇洋坪村卫生室,村卫生室,远安县,3606,,2024年
458,远安县茅坪场镇茅坪场社区村卫生室,村卫生室,远安县,5056,,2024年
459,远安县鸣凤镇汪家社区村卫生室,村卫生室,远安县,7579,,2024年
460,远安县鸣凤镇北门社区村卫生室,村卫生室,远安县,5326,,2024年
461,远安县鸣凤镇双泉社区村卫生室,村卫生室,远安县,8718,,2024年
462,远安县鸣凤镇双利社区村卫生室,村卫生室,远安县,5787,,2024年
463,远安县鸣凤镇花园社区村卫生室,村卫生室,远安县,5523,,2024年
464,远安县鸣凤镇南门社区村卫生室,村卫生室,远安县,5361,,2024年
465,远安县花林寺镇慈化村卫生室,村卫生室,远安县,1189,,2024年
466,远安县花林寺镇凤阳村卫生室,村卫生室,远安县,1812,,2024年
467,远安县花林寺镇高楼社区村卫生室,村卫生室,远安县,3357,,2024年
468,远安县花林寺镇横岩坪村卫生室,村卫生室,远安县,1659,,2024年
469,远安县花林寺镇卫家岗村卫生室,村卫生室,远安县,2754,,2024年
470,远安县花林寺镇雷电村卫生室,村卫生室,远安县,6451,,2024年
471,远安县花林寺镇三孔村卫生室,村卫生室,远安县,8755,,2024年
472,远安县花林寺镇龙凤村卫生室,村卫生室,远安县,5202,,2024年
473,远安县花林寺镇木瓜铺村卫生室,村卫生室,远安县,7395,,2024年
474,远安县花林寺镇罗家院村卫生室,村卫生室,远安县,1202,,2024年
475,远安县花林寺镇桃李村卫生室,村卫生室,远安县,1182,,2024年
476,远安县花林寺镇魏家冲村卫生室,村卫生室,远安县,1558,,2024年
477,远安县花林寺镇宝华社区村卫生室,村卫生室,远安县,1795,,2024年
478,远安县旧县镇北沟村卫生室,村卫生室,远安县,3383,,2024年
479,远安县旧县镇龙泉村卫生室,村卫生室,远安县,4595,,2024年
480,远安县旧县镇石桥坪村卫生室,村卫生室,远安县,7855,,2024年
481,远安县旧县镇柏家村卫生室,村卫生室,远安县,3186,,2024年
482,远安县旧县镇鹿苑村卫生室,村卫生室,远安县,4027,,2024年
483,远安县旧县镇洪家社区村卫生室,村卫生室,远安县,7160,,2024年
484,远安县旧县镇七里村卫生室,村卫生室,远安县,7284,,2024年
485,远安县旧县镇徐家庄社区村卫生室,村卫生室,远安县,8418,,2024年
486,远安县旧县镇红岩村卫生室,村卫生室,远安县,5524,,2024年
487,远安县旧县镇安鹿村卫生室,村卫生室,远安县,7675,,2024年
488,远安县旧县镇观西社区村卫生室,村卫生室,远安县,5776,,2024年
489,远安县旧县镇董家村卫生室,村卫生室,远安县,6861,,2024年
490,远安县旧县镇杜家村卫生室,村卫生室,远安县,3635,,2024年
491,远安县旧县镇观东村卫生室,村卫生室,远安县,3165,,2024年
492,远安县洋坪镇芦溪湾社区村卫生室,村卫生室,远安县,4354,,2024年
493,远安县洋坪镇双路社区村卫生室,村卫生室,远安县,11414,,2024年
494,远安县洋坪镇九里岗社区村卫生室,村卫生室,远安县,8938,,2024年
495,远安县洋坪镇凤凰社区村卫生室,村卫生室,远安县,4571,,2024年
496,远安县洋坪镇三板社区村卫生室,村卫生室,远安县,7498,,2024年
497,远安县洋坪镇左家坪社区村卫生室,村卫生室,远安县,4392,,2024年
498,远安县洋坪镇百井村卫生室,村卫生室,远安县,5026,,2024年
499,远安县洋坪镇陈家湾村卫生室,村卫生室,远安县,5906,,2024年
500,远安县洋坪镇金竹园村卫生室,村卫生室,远安县,2998,,2024年
501,远安县洋坪镇徐家棚村卫生室,村卫生室,远安县,12652,,2024年
502,远安县洋坪镇蔡家沟村卫生室,村卫生室,远安县,3638,,2024年
503,远安县洋坪镇彭家沟村卫生室,村卫生室,远安县,2850,,2024年
504,远安县洋坪镇郑家冲社区村卫生室,村卫生室,远安县,5926,,2024年
505,远安县洋坪镇蔡家湾社区村卫生室,村卫生室,远安县,6671,,2024年
506,远安县洋坪镇南襄社区村卫生室,村卫生室,远安县,7398,,2024年
507,远安县洋坪镇马渡河社区村卫生室,村卫生室,远安县,8441,,2024年
508,远安县洋坪镇芭芒店村卫生室,村卫生室,远安县,3410,,2024年
509,远安县洋坪镇任家岗社区村卫生室,村卫生室,远安县,5039,,2024年
510,远安县洋坪镇老君社区村卫生室,村卫生室,远安县,9123,,2024年
511,远安县洋坪镇万家咀村卫生室,村卫生室,远安县,9988,,2024年
512,远安县洋坪镇余家畈村卫生室,村卫生室,远安县,5743,,2024年
513,远安县茅坪场镇银子村卫生室,村卫生室,远安县,1736,,2024年
514,远安县茅坪场镇白云村卫生室,村卫生室,远安县,4777,,2024年
515,远安县茅坪场镇福河社区村卫生室,村卫生室,远安县,2572,,2024年
516,远安县茅坪场镇老观村卫生室,村卫生室,远安县,4002,,2024年
517,远安县茅坪场镇何家湾社区村卫生室,村卫生室,远安县,2330,,2024年
518,远安县茅坪场镇九龙村卫生室,村卫生室,远安县,2490,,2024年
519,远安县茅坪场镇铁炉湾村卫生室,村卫生室,远安县,2314,,2024年
520,远安县茅坪场镇晓坪村卫生室,村卫生室,远安县,3959,,2024年
521,远安县茅坪场镇晓秦村卫生室,村卫生室,远安县,3361,,2024年
522,远安县茅坪场镇花台村卫生室,村卫生室,远安县,2936,,2024年
523,远安县茅坪场镇龙河村卫生室,村卫生室,远安县,3222,,2024年
524,远安县茅坪场镇长荣村卫生室,村卫生室,远安县,4020,,2024年
525,远安县茅坪场镇两河社区村卫生室,村卫生室,远安县,3210,,2024年
526,远安县茅坪场镇八角村卫生室,村卫生室,远安县,4028,,2024年
527,远安县茅坪场镇瓦仓社区村卫生室,村卫生室,远安县,5938,,2024年
528,远安县嫘祖镇荷花店村卫生室,村卫生室,远安县,3756,,2024年
529,远安县嫘祖镇田家村卫生室,村卫生室,远安县,3441,,2024年
530,远安县嫘祖镇荷叶村卫生室,村卫生室,远安县,1700,,2024年
531,远安县嫘祖镇分水村卫生室,村卫生室,远安县,4361,,2024年
532,远安县嫘祖镇谭坪村卫生室,村卫生室,远安县,2428,,2024年
533,远安县嫘祖镇晒旗村卫生室,村卫生室,远安县,805,,2024年
534,远安县嫘祖镇金桥村卫生室,村卫生室,远安县,2288,,2024年
535,远安县嫘祖镇苟家垭村卫生室,村卫生室,远安县,5024,,2024年
536,远安县嫘祖镇广坪村卫生室,村卫生室,远安县,3763,,2024年
537,远安县嫘祖镇望家村卫生室,村卫生室,远安县,6801,,2024年
538,远安县嫘祖镇窑河村卫生室,村卫生室,远安县,4494,,2024年
539,远安县嫘祖镇真金村卫生室,村卫生室,远安县,2231,,2024年
540,远安县嫘祖镇定林村卫生室,村卫生室,远安县,2706,,2024年
541,远安县嫘祖镇青峰村卫生室,村卫生室,远安县,4527,,2024年
542,远安县嫘祖镇西河村卫生室,村卫生室,远安县,2241,,2024年
543,远安县嫘祖镇盐池村卫生室,村卫生室,远安县,614,,2024年
544,远安县河口乡朝阳村卫生室,村卫生室,远安县,1623,,2024年
545,远安县河口乡河口社区村卫生室,村卫生室,远安县,25,,2024年
546,远安县河口乡樟树村卫生室,村卫生室,远安县,2482,,2024年
547,远安县河口乡漳沐村卫生室,村卫生室,远安县,1690,,2024年
548,远安县河口乡落星村卫生室,村卫生室,远安县,3539,,2024年
549,远安县河口乡刘青村卫生室,村卫生室,远安县,2404,,2024年
550,远安县河口乡巩裕社区村卫生室,村卫生室,远安县,2401,,2024年
551,远安县河口乡江范村卫生室,村卫生室,远安县,2732,,2024年
552,远安县河口乡张桥社区村卫生室,村卫生室,远安县,1772,,2024年
553,远安县河口乡金竹村卫生室,村卫生室,远安县,2026,,2024年
554,远安县河口乡双坪社区村卫生室,村卫生室,远安县,1809,,2024年
555,远安县河口乡黄竹社区村卫生室,村卫生室,远安县,1334,,2024年
556,兴山县昭君镇大礼村卫生室,村卫生室,兴山县,3039,,2024年
557,兴山县昭君镇滩坪村卫生室,村卫生室,兴山县,1907,,2024年
558,兴山县昭君镇陈家湾村卫生室,村卫生室,兴山县,1615,,2024年
559,兴山县昭君镇昭君村卫生室,村卫生室,兴山县,1455,,2024年
560,兴山县昭君镇黄家堑村卫生室,村卫生室,兴山县,2372,,2024年
561,兴山县昭君镇响滩村卫生室,村卫生室,兴山县,1790,,2024年
562,兴山县昭君镇青华村卫生室,村卫生室,兴山县,7557,,2024年
563,兴山县昭君镇响龙村卫生室,村卫生室,兴山县,1102,,2024年
564,兴山县昭君镇金乐村卫生室,村卫生室,兴山县,1643,,2024年
565,兴山县峡口镇李家山村卫生室,村卫生室,兴山县,4872,,2024年
566,兴山县峡口镇黄家河村卫生室,村卫生室,兴山县,3961,,2024年
567,兴山县峡口居委会卫生室,村卫生室,兴山县,3577,,2024年
568,兴山县峡口杨道河村卫生室,村卫生室,兴山县,6365,,2024年
569,兴山县峡口镇白鹤村卫生室,村卫生室,兴山县,2704,,2024年
570,兴山县峡口平邑口村卫生室,村卫生室,兴山县,5737,,2024年
